player_id,team_id,player_name,position,age,height_cm,club,market_value_millions
383,17,Tyler Ortega,Midfielder,31,185,Miller-Kim,52.1
384,17,Gerald Deleon,Defender,22,166,"Martinez, Morales and Harvey",59.0
385,17,Sandra Thompson,Forward,35,189,Long-Frazier,73.1
386,17,Jessica Chen,Goalkeeper,27,181,Perry-Ruiz,56.5
387,17,Carl Roberts,Defender,28,196,"West, Sanchez and King",16.4
388,17,Peter Fowler,Defender,21,193,"Johnson, Guzman and Hall",14.2
389,17,Christina Soto,Forward,21,185,Hoffman-Daniel,53.6
390,17,Jonathan Price,Goalkeeper,28,184,Clark-Craig,68.2
391,17,Ashley Castillo,Defender,30,197,"Warren, Moore and Armstrong",18.3
392,18,Anthony Lopez,Defender,23,180,Cook Group,63.3
393,18,Jeffrey Warren,Goalkeeper,30,188,"Russell, Castillo and Malone",37.7
394,18,Shelia Price,Defender,21,169,"Haney, Armstrong and Griffin",25.1
395,18,Mark Owens,Forward,35,191,"Long, Ward and Rivera",61.6
396,18,Dr. Devin Perez,Goalkeeper,23,185,Gonzales-Singh,51.6
397,18,Valerie Guerrero,Forward,33,198,Garza-Rivera,27.9
398,18,April James,Defender,23,192,Ramos Ltd,40.5
399,18,Thomas Miller,Goalkeeper,22,198,"Hamilton, Bennett and Lee",12.7
400,18,Brian Neal,Defender,24,185,"Reid, Moore and Miller",74.8
401,18,Joseph Morgan,Defender,30,198,"Baker, Clark and Casey",71.6
402,18,Joel Thompson,Goalkeeper,27,177,Morris-Tran,51.0
403,18,Kyle Navarro,Midfielder,23,184,Lindsey LLC,49.3
404,18,Shannon Smith,Goalkeeper,35,175,Nash Group,47.5
405,18,Emily Holmes,Defender,24,186,Smith-Novak,67.5
406,18,Charles Smith,Goalkeeper,19,170,"Lee, Smith and Johnson",4.1
407,18,Jennifer Harper,Midfielder,25,191,Whitaker-Jones,49.6
408,18,Jessica Raymond,Goalkeeper,34,183,Baldwin PLC,51.5
409,18,Jack Pruitt,Midfielder,34,180,Johnson-Contreras,64.5
410,18,Melissa Moody,Forward,28,194,"Mccann, Elliott and Glenn",6.3
411,18,Amy Adams,Goalkeeper,24,193,Burch LLC,33.5
412,18,Dr. Linda Carroll,Forward,25,186,"Anthony, Rivera and Branch",48.7
413,18,Cory Howell,Midfielder,29,187,"Pineda, Tucker and Phillips",78.0
414,18,Tara Hernandez,Defender,30,197,"Baker, Rivera and Conner",45.2
415,19,Mark Jackson,Midfielder,26,194,"Cook, Nelson and Miller",10.2
416,19,Cheyenne Ritter,Forward,26,174,Campbell and Sons,8.2
417,19,Stephen Nguyen,Midfielder,31,191,"Nash, Gonzalez and Moore",20.2
418,19,William Murray,Defender,29,185,Porter and Sons,15.6
419,19,Morgan Reese,Defender,34,197,Mahoney-Henderson,37.6
420,19,Miss Dawn Mccullough MD,Midfielder,34,166,Camacho-Lam,7.7
421,19,Ashley Friedman,Forward,35,194,"Maxwell, Daniels and Austin",77.4
422,19,Catherine Martinez,Defender,30,168,Pacheco and Sons,4.5
423,19,David Grant,Forward,34,183,Black-Alvarado,43.2
424,19,Nicholas Allen,Goalkeeper,32,173,Martinez LLC,70.7
425,19,Barbara Gregory,Midfielder,31,188,"Kemp, Curtis and Morgan",4.1
426,19,Sandra Williams,Goalkeeper,25,188,Fernandez and Sons,44.5
427,19,Marcus Jackson,Goalkeeper,31,197,"Faulkner, Thompson and Jacobson",36.3
428,19,David Stanley,Midfielder,22,173,"Tate, Cox and Chen",78.0
429,19,Peter Bird,Forward,30,186,"Rivera, Chen and Ward",44.8
430,19,Stephen Patel,Midfielder,23,177,"Moss, Reeves and Lewis",48.4
431,19,Michelle Smith,Forward,35,167,Hurley Group,4.1
432,19,Alex Silva,Defender,29,195,Willis and Sons,41.8
433,19,Danny Murphy,Defender,35,173,Bennett PLC,26.6
434,19,David Jenkins,Midfielder,24,190,Hill Ltd,79.3
435,19,Elijah Maxwell,Midfielder,29,197,Nguyen-Allen,66.3
436,19,Dale Anderson,Forward,28,195,Evans Group,65.4
437,19,Bruce Mason,Midfielder,29,172,Olson Group,78.4
438,20,Julie Mccann,Midfielder,19,195,White-Rangel,21.6
439,20,Amy Hernandez,Defender,20,195,Curtis Ltd,14.1
440,20,William Harrison,Forward,23,180,Gilbert-Schneider,3.0
441,20,Catherine Pearson,Goalkeeper,25,166,Williams-Sanchez,35.6
442,20,Teresa Davis,Forward,23,191,Frazier Inc,55.4
443,20,Abigail Alexander,Forward,35,195,"Hall, Adams and Preston",69.9
444,20,Tom Cummings,Goalkeeper,23,198,"Stephens, Rasmussen and Hahn",17.0
445,20,Thomas Rodriguez,Midfielder,34,198,"Dodson, Lawrence and Frazier",30.5
446,20,Christopher Brown,Defender,33,186,Perez-Campbell,43.9
447,20,Andrew Walker,Midfielder,34,177,"Marks, Daniels and Martin",76.6
448,20,Derek Jones,Midfielder,28,179,Hines-Kidd,75.3
449,20,Jonathan Estrada,Midfielder,28,178,Williams LLC,55.4
450,20,Julian Brown,Forward,29,195,King-Young,28.2
451,20,Martin Martinez,Midfielder,28,172,Davis Ltd,46.1
452,20,Trevor Shea,Forward,31,187,Henson-Wallace,76.4
453,20,Sonya Pope,Defender,28,167,Herrera-Hill,23.4
454,20,Taylor Garcia,Goalkeeper,30,193,Wiggins Ltd,52.6
455,20,Thomas Dominguez,Forward,25,177,Gross-West,66.3
456,20,Tristan Mcdonald,Midfielder,27,173,Johnson LLC,9.2
457,20,Chris Reynolds,Defender,26,168,"Garcia, Golden and Mcguire",53.8
458,20,Tiffany Santana MD,Defender,26,168,"Holland, Farrell and Rojas",8.5
459,20,Alexis Padilla,Midfielder,34,171,Mills-Moore,54.7
460,20,Melinda Wheeler,Defender,19,175,"Campbell, Decker and Beck",32.8
461,21,Alexander Evans,Forward,34,177,"Garza, Reid and Ball",60.6
462,21,Arthur Cohen,Midfielder,29,183,Bauer-Sanchez,51.8
463,21,Jeffrey Fitzgerald,Goalkeeper,26,167,Humphrey Group,73.1
464,21,Jonathan Anderson,Defender,32,176,Shannon-Osborne,74.7
465,21,Megan Melton,Goalkeeper,31,196,"Morse, Riggs and Parker",15.3
466,21,Betty Stewart,Midfielder,20,165,Roberson-Turner,24.2
467,21,Brian Thornton,Goalkeeper,29,183,"Scott, Ortiz and Anderson",36.6
468,21,Michael Martin,Forward,23,197,"Howard, Thompson and Mann",37.7
469,21,Todd Jimenez,Defender,22,186,Decker-Richards,13.4
470,21,Patricia Powers,Forward,27,176,"King, Fisher and Ortega",1.6
471,21,Linda Castillo,Midfielder,28,177,Kidd-Strickland,14.5
472,21,Nancy Hoover,Forward,32,197,"Johnston, Salas and Hubbard",26.6
473,21,Kenneth Gallagher,Forward,22,176,"Roach, Hernandez and Nunez",78.5
474,21,Mia French,Forward,29,180,"Le, Lynch and Terrell",1.0
475,21,Danielle Green,Forward,26,193,"Cuevas, King and Barber",60.4
476,21,Jeremy Anderson,Midfielder,28,165,Massey-Costa,21.3
477,21,Krystal Hill,Midfielder,26,168,Garcia-Jones,53.6
478,21,Joanne Alexander,Forward,28,175,Schroeder-Pitts,32.7
479,21,Diane Hill,Midfielder,22,183,Schultz LLC,29.7
480,21,Kayla Baker,Defender,26,173,Merritt LLC,38.5
481,21,Kimberly Hughes,Forward,30,191,Huff Inc,56.3
482,21,Cheyenne Martinez,Forward,25,180,Marshall-Mcclure,54.6
483,21,Amy Smith,Goalkeeper,35,193,Parker Group,42.5
484,22,Christian Garrett,Midfielder,21,172,"Hampton, Johnson and Browning",5.4
485,22,Sean Figueroa,Defender,23,175,Strong-Richards,26.6
486,22,Mr. Anthony Brown,Forward,22,178,"Aguilar, Palmer and Brown",57.5
487,22,Susan Martin,Forward,21,197,Duran Inc,35.9
488,22,Chelsea Henry,Goalkeeper,33,173,West-Frank,41.3
489,22,Sandra Parker,Forward,20,194,Hopkins Group,54.0
490,22,Brian Jones,Midfielder,19,190,"Christensen, Velez and Miller",20.7
491,22,Nicholas Reed,Goalkeeper,25,169,"Phillips, Burton and Nelson",4.1
492,22,Sean Bailey,Midfielder,21,168,Hurst-Irwin,74.8
493,22,Ashley Christian,Goalkeeper,34,167,Willis-Durham,23.3
494,22,Leah Mclaughlin,Defender,23,191,Newton PLC,30.3
495,22,Karen Christian,Forward,33,189,Frazier-King,30.4
496,22,Marie Bowen,Defender,30,172,Johnson Group,14.7
497,22,Anna Johnson,Forward,35,173,Murphy LLC,58.4
498,22,Brittany Moran,Defender,19,166,"Davis, Figueroa and Wood",78.3
499,22,Sarah Lyons,Forward,32,189,"Mcdonald, Howe and Alvarado",66.0
500,22,Noah Webb,Defender,33,187,Bray and Sons,12.8
501,22,Gerald Palmer,Defender,22,167,Martinez LLC,64.9
502,22,Christina Howard,Forward,19,180,Owens-Mcdonald,16.9
503,22,Wendy Rodriguez,Goalkeeper,20,193,Johnson LLC,48.0
504,22,Joshua Morse,Goalkeeper,26,167,"English, Perez and Griffin",32.5
505,22,Kenneth Woods,Defender,25,168,"Russell, Heath and Leach",11.6
506,22,Shirley Acevedo,Midfielder,26,185,"Black, Klein and Gonzalez",46.4
507,23,Katherine Martin,Midfielder,26,184,"Douglas, Cantu and Lyons",70.2
508,23,Paula Rodriguez,Defender,32,184,"Simpson, Mcpherson and Dominguez",22.4
509,23,John Hernandez,Defender,32,196,Soto Ltd,4.2
510,23,Jason Valdez PhD,Midfielder,31,198,Hart-Campbell,25.8
511,23,Sheila Andrews,Forward,32,174,Gibbs Group,24.3
512,23,Emily Brooks,Defender,34,180,James-Morrow,68.0
513,23,Ryan Hughes,Midfielder,23,194,Hill and Sons,73.2
514,23,Patricia Lawrence,Forward,32,198,Rocha Ltd,11.2
515,23,Daniel Lewis,Defender,27,178,Ford and Sons,26.8
516,23,Alexis Vasquez,Goalkeeper,33,188,Spencer Group,7.9
517,23,Grace Hernandez,Defender,20,182,Diaz-Ford,30.5
518,23,Reginald Robinson,Goalkeeper,21,177,"Elliott, Miller and Anderson",64.5
519,23,Susan Meyer,Defender,34,178,"Patel, Villegas and Reyes",69.6
520,23,Gilbert Thornton,Midfielder,28,165,Conner and Sons,17.3
521,23,Andrea Wallace,Defender,22,195,Simmons-Weaver,73.2
522,23,Jeremy Woods,Defender,31,180,Hill-Henderson,44.4
523,23,Scott Riley,Midfielder,31,194,"Murphy, White and Campbell",42.9
524,23,Ashley Nelson,Midfielder,28,181,Bell-Little,29.1
525,23,Kathleen Walker,Forward,33,171,"Humphrey, Phillips and Woodward",64.3
526,23,Charles Smith,Forward,29,178,Schmidt-Cook,30.0
527,23,Justin Bean,Forward,20,179,Johnson PLC,59.4
528,23,Michelle Sullivan,Goalkeeper,27,191,Adams LLC,24.0
529,23,Ronald Hawkins,Defender,29,179,"Ross, Davis and Keller",30.7
530,24,Tracy Frank,Defender,34,186,"Garrett, Tyler and Dalton",21.0
531,24,Christine Franklin,Forward,34,194,Oconnell-Campbell,13.9
532,24,Sean Williams,Midfielder,24,173,Morris Group,57.8
533,24,Donald Montgomery,Forward,24,168,"Webster, Bradley and Jennings",42.2
534,24,Gloria Brock,Goalkeeper,20,165,Williams Group,33.3
535,24,Mrs. Melinda Olson,Defender,21,174,Hamilton Inc,1.2
536,24,Thomas Mcpherson,Forward,30,168,"Mitchell, Holt and Knight",49.6
537,24,Carl Herring,Forward,34,166,Miranda LLC,1.0
538,24,Nancy Brady,Forward,19,166,Chapman-Baldwin,42.6
539,24,Sarah Barron,Midfielder,28,166,Johns-Fletcher,40.4
540,24,Anthony Morgan,Forward,24,171,"Jones, Webb and Price",73.5
541,24,Mr. John Leblanc,Defender,26,177,Smith Inc,49.8
542,24,Danielle Hunt,Midfielder,30,182,"Camacho, Jennings and Parker",63.7
543,24,David Grant,Goalkeeper,30,190,Dickerson-Johnson,37.0
544,24,Thomas Quinn,Defender,26,184,"Stark, Bradshaw and White",54.9
545,24,Donna Mata,Goalkeeper,20,170,Nunez-Robles,32.7
546,24,Derek Baker,Forward,34,168,Flores Group,51.1
547,24,Derek Moore,Defender,21,196,Morris-Cortez,67.7
548,24,Steven Cook,Midfielder,22,198,"Hamilton, Brown and Peterson",73.6
549,24,Jennifer Williams,Defender,25,195,"Lyons, Taylor and Nguyen",22.1
550,24,Charles Wright,Goalkeeper,27,167,"Nguyen, Singleton and Trujillo",14.8
551,24,Cole Silva,Midfielder,19,178,"Arroyo, Kent and Miller",47.2
552,24,Michael Robinson,Forward,21,184,Sheppard-Guzman,13.4
